,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,BEREA(~1,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
138,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,138,08:40,,,,,"MISS FT by ANDREASSEN,CAROLINE",,,"MISS FT by ANDREASSEN,CAROLINE",2,free throw,missed,Centre,caroline andreassen,,520
139,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,139,--,"REBOUND DEF by LOVELESS,ANNA",,,,,,,"REBOUND DEF by LOVELESS,ANNA",2,defensive rebound,,berea,anna loveless,,
140,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,140,08:40,"SUB IN by WILLIAMS,ADRIANA",,,,,,,"SUB IN by WILLIAMS,ADRIANA",2,subbing in,,berea,adriana williams,,520
141,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,141,08:40,"SUB OUT by BARNARD,KILEY",,,,,,,"SUB OUT by BARNARD,KILEY",2,subbing out,,berea,kiley barnard,,520
142,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,142,08:33,"MISS JUMPER by ROBERTS,JAIME",,,,,,,"MISS JUMPER by ROBERTS,JAIME",2,jumper,missed,berea,jaime roberts,,513
143,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,143,--,,,,,"REBOUND DEF by VANCE,DAY",,,"REBOUND DEF by VANCE,DAY",2,defensive rebound,,Centre,day vance,,
144,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,144,08:18,,16,,17 (+1),"GOOD 3PTR by GUY,ALEXIS",CENTRE-W 16-17 (-1),,"GOOD 3PTR by GUY,ALEXIS",2,three pointer,good,Centre,alexis guy,3,498
145,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,145,--,,,,,"ASSIST  by ANDREASSEN,CAROLINE",,,"ASSIST  by ANDREASSEN,CAROLINE",2,assist,,Centre,caroline andreassen,,
146,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,146,07:46,"MISS LAYUP by TIPPITT,KELSEY",,,,,,,"MISS LAYUP by TIPPITT,KELSEY",2,layup,missed,berea,kelsey tippitt,,466
147,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,147,--,"REBOUND OFF by LOVELESS,ANNA",,,,,,,"REBOUND OFF by LOVELESS,ANNA",2,offensive rebound,,berea,anna loveless,,
148,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,148,07:43,,,,,"FOUL  by JUDY,MICHELE",,,"FOUL  by JUDY,MICHELE",2,foul,,Centre,michele judy,,463
149,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,149,07:43,"MISS FT by LOVELESS,ANNA",,,,,,,"MISS FT by LOVELESS,ANNA",2,free throw,missed,berea,anna loveless,,463
150,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,150,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
151,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,151,07:43,"GOOD FT by LOVELESS,ANNA",17,,17,,BEREA(~1 17-17 (0),,"GOOD FT by LOVELESS,ANNA",2,free throw,good,berea,anna loveless,1,463
152,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,152,07:43,"SUB IN by SMALL,ZACCHEA",,,,,,,"SUB IN by SMALL,ZACCHEA",2,subbing in,,berea,zacchea small,,463
153,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,153,07:43,"SUB IN by ROGERS,ERICA",,,,,,,"SUB IN by ROGERS,ERICA",2,subbing in,,berea,erica rogers,,463
154,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,154,07:43,"SUB OUT by TIPPITT,KELSEY",,,,,,,"SUB OUT by TIPPITT,KELSEY",2,subbing out,,berea,kelsey tippitt,,463
155,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,155,07:43,"SUB OUT by ROBERTS,JAIME",,,,,,,"SUB OUT by ROBERTS,JAIME",2,subbing out,,berea,jaime roberts,,463
156,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,156,07:43,,,,,"SUB IN by STEWART,ABIGAIL",,,"SUB IN by STEWART,ABIGAIL",2,subbing in,,Centre,abigail stewart,,463
157,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,157,07:43,,,,,"SUB OUT by JUDY,MICHELE",,,"SUB OUT by JUDY,MICHELE",2,subbing out,,Centre,michele judy,,463
158,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,158,07:30,,17,,19 (+2),"GOOD JUMPER by VANCE,DAY",CENTRE-W 17-19 (-2),,"GOOD JUMPER by VANCE,DAY",2,jumper,good,Centre,day vance,2,450
159,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,159,--,,,,,"ASSIST  by ANDREASSEN,CAROLINE",,,"ASSIST  by ANDREASSEN,CAROLINE",2,assist,,Centre,caroline andreassen,,
160,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,160,07:06,"MISS 3PTR by ROGERS,ERICA",,,,,,,"MISS 3PTR by ROGERS,ERICA",2,three pointer,missed,berea,erica rogers,,426
161,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,161,--,"REBOUND OFF by SMALL,ZACCHEA",,,,,,,"REBOUND OFF by SMALL,ZACCHEA",2,offensive rebound,,berea,zacchea small,,
162,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,162,07:01,"MISS LAYUP by SMALL,ZACCHEA",,,,,,,"MISS LAYUP by SMALL,ZACCHEA",2,layup,missed,berea,zacchea small,,421
163,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,163,--,,,,,"REBOUND DEF by STEWART,ABIGAIL",,,"REBOUND DEF by STEWART,ABIGAIL",2,defensive rebound,,Centre,abigail stewart,,
164,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,164,06:50,,,,,"MISS 3PTR by GUY,ALEXIS",,,"MISS 3PTR by GUY,ALEXIS",2,three pointer,missed,Centre,alexis guy,,410
165,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,165,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2,defensive rebound,,berea,,,
166,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,166,06:45,"SUB IN by SIMS,BREANNA",,,,,,,"SUB IN by SIMS,BREANNA",2,subbing in,,berea,breanna sims,,405
167,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,167,06:45,"SUB OUT by LOVELESS,ANNA",,,,,,,"SUB OUT by LOVELESS,ANNA",2,subbing out,,berea,anna loveless,,405
168,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,168,06:45,,,,,"SUB IN by LEWIS,KENDALL",,,"SUB IN by LEWIS,KENDALL",2,subbing in,,Centre,kendall lewis,,405
169,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,169,06:45,,,,,"SUB OUT by GUY,ALEXIS",,,"SUB OUT by GUY,ALEXIS",2,subbing out,,Centre,alexis guy,,405
170,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,170,06:40,"MISS 3PTR by WILLIAMS,BETHANIE",,,,,,,"MISS 3PTR by WILLIAMS,BETHANIE",2,three pointer,missed,berea,bethanie williams,,400
171,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,171,--,,,,,"REBOUND DEF by VANCE,DAY",,,"REBOUND DEF by VANCE,DAY",2,defensive rebound,,Centre,day vance,,
172,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,172,06:34,,,,,"TURNOVER  by VANCE,DAY",,,"TURNOVER  by VANCE,DAY",2,turnover,,Centre,day vance,,394
173,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,173,06:31,"GOOD 3PTR by ROGERS,ERICA",20 (+1),,19,,BEREA(~1 20-19 (+1),,"GOOD 3PTR by ROGERS,ERICA",2,three pointer,good,berea,erica rogers,3,391
174,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,174,--,"ASSIST  by WILLIAMS,ADRIANA",,,,,,,"ASSIST  by WILLIAMS,ADRIANA",2,assist,,berea,adriana williams,,
175,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,175,06:09,,20,,21 (+1),"GOOD JUMPER by STEWART,ABIGAIL",CENTRE-W 20-21 (-1),,"GOOD JUMPER by STEWART,ABIGAIL",2,jumper,good,Centre,abigail stewart,2,369
176,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,176,--,,,,,"ASSIST  by SCHAD,OLIVIA",,,"ASSIST  by SCHAD,OLIVIA",2,assist,,Centre,olivia schad,,
177,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,177,05:59,,,,,"FOUL  by ANDREASSEN,CAROLINE",,,"FOUL  by ANDREASSEN,CAROLINE",2,foul,,Centre,caroline andreassen,,359
178,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,178,05:59,"MISS 3PTR by ROGERS,ERICA",,,,,,,"MISS 3PTR by ROGERS,ERICA",2,three pointer,missed,berea,erica rogers,,359
179,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,179,--,"REBOUND OFF by SMALL,ZACCHEA",,,,,,,"REBOUND OFF by SMALL,ZACCHEA",2,offensive rebound,,berea,zacchea small,,
180,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,180,05:59,,,,,"SUB IN by RHULE,BONNIE",,,"SUB IN by RHULE,BONNIE",2,subbing in,,Centre,bonnie rhule,,359
181,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,181,05:59,,,,,"SUB IN by RICE,MADISON",,,"SUB IN by RICE,MADISON",2,subbing in,,Centre,madison rice,,359
182,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,182,05:59,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",2,subbing out,,Centre,caroline andreassen,,359
183,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,183,05:59,,,,,"SUB OUT by VANCE,DAY",,,"SUB OUT by VANCE,DAY",2,subbing out,,Centre,day vance,,359
184,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,184,05:53,"MISS LAYUP by WILLIAMS,ADRIANA",,,,,,,"MISS LAYUP by WILLIAMS,ADRIANA",2,layup,missed,berea,adriana williams,,353
185,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,185,--,,,,,"REBOUND DEF by RICE,MADISON",,,"REBOUND DEF by RICE,MADISON",2,defensive rebound,,Centre,madison rice,,
186,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,186,05:44,"FOUL  by WILLIAMS,BETHANIE",,,,,,,"FOUL  by WILLIAMS,BETHANIE",2,foul,,berea,bethanie williams,,344
187,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,187,05:14,,20,,23 (+3),"GOOD LAYUP by RICE,MADISON(in the paint)",CENTRE-W 20-23 (-3),,"GOOD LAYUP by RICE,MADISON(in the paint)",2,layup,good,Centre,madison rice,2,314
188,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,188,--,,,,,"ASSIST  by STEWART,ABIGAIL",,,"ASSIST  by STEWART,ABIGAIL",2,assist,,Centre,abigail stewart,,
189,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,189,04:55,"MISS LAYUP by SMALL,ZACCHEA",,,,,,,"MISS LAYUP by SMALL,ZACCHEA",2,layup,missed,berea,zacchea small,,295
190,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,190,--,,,,,"REBOUND DEF by LEWIS,KENDALL",,,"REBOUND DEF by LEWIS,KENDALL",2,defensive rebound,,Centre,kendall lewis,,
191,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,191,04:52,"FOUL  by SIMS,BREANNA",,,,,,,"FOUL  by SIMS,BREANNA",2,foul,,berea,breanna sims,,292
192,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,192,04:52,"SUB IN by ROBERTS,JAIME",,,,,,,"SUB IN by ROBERTS,JAIME",2,subbing in,,berea,jaime roberts,,292
193,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,193,04:52,"SUB IN by LOVELESS,ANNA",,,,,,,"SUB IN by LOVELESS,ANNA",2,subbing in,,berea,anna loveless,,292
194,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,194,04:52,"SUB OUT by WILLIAMS,ADRIANA",,,,,,,"SUB OUT by WILLIAMS,ADRIANA",2,subbing out,,berea,adriana williams,,292
195,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,195,04:52,"SUB OUT by SIMS,BREANNA",,,,,,,"SUB OUT by SIMS,BREANNA",2,subbing out,,berea,breanna sims,,292
196,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,196,04:25,,,,,"TURNOVER  by RHULE,BONNIE",,,"TURNOVER  by RHULE,BONNIE",2,turnover,,Centre,bonnie rhule,,265
197,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,197,04:24,"STEAL  by LOVELESS,ANNA",,,,,,,"STEAL  by LOVELESS,ANNA",2,steal,,berea,,,264
198,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,198,04:21,,,,,"FOUL  by RHULE,BONNIE",,,"FOUL  by RHULE,BONNIE",2,foul,,Centre,bonnie rhule,,261
199,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,199,04:05,"MISS LAYUP by SMALL,ZACCHEA",,,,,,,"MISS LAYUP by SMALL,ZACCHEA",2,layup,missed,berea,zacchea small,,245
200,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,200,04:05,,,,,"BLOCK  by RICE,MADISON",,,"BLOCK  by RICE,MADISON",2,block,,Centre,madison rice,,245
201,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,201,--,"REBOUND OFF by SMALL,ZACCHEA",,,,,,,"REBOUND OFF by SMALL,ZACCHEA",2,offensive rebound,,berea,zacchea small,,
202,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,202,03:57,"MISS LAYUP by LOVELESS,ANNA",,,,,,,"MISS LAYUP by LOVELESS,ANNA",2,layup,missed,berea,anna loveless,,237
203,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,203,--,,,,,"REBOUND DEF by RICE,MADISON",,,"REBOUND DEF by RICE,MADISON",2,defensive rebound,,Centre,madison rice,,
204,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,204,03:48,,,,,"MISS 3PTR by RHULE,BONNIE",,,"MISS 3PTR by RHULE,BONNIE",2,three pointer,missed,Centre,bonnie rhule,,228
205,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,205,--,,,,,"REBOUND OFF by STEWART,ABIGAIL",,,"REBOUND OFF by STEWART,ABIGAIL",2,offensive rebound,,Centre,abigail stewart,,
206,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,206,03:43,,,,,"TURNOVER  by STEWART,ABIGAIL",,,"TURNOVER  by STEWART,ABIGAIL",2,turnover,,Centre,abigail stewart,,223
207,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,207,03:42,"STEAL  by WILLIAMS,BETHANIE",,,,,,,"STEAL  by WILLIAMS,BETHANIE",2,steal,,berea,,,222
208,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,208,03:40,,,,,"FOUL  by LEWIS,KENDALL",,,"FOUL  by LEWIS,KENDALL",2,foul,,Centre,kendall lewis,,220
209,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,209,03:40,"GOOD FT by WILLIAMS,BETHANIE",21,,23 (+2),,BEREA(~1 21-23 (-2),,"GOOD FT by WILLIAMS,BETHANIE",2,free throw,good,berea,bethanie williams,1,220
210,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,210,03:40,"GOOD FT by WILLIAMS,BETHANIE",22,,23 (+1),,BEREA(~1 22-23 (-1),,"GOOD FT by WILLIAMS,BETHANIE",2,free throw,good,berea,bethanie williams,1,220
211,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,211,03:40,,,,,"SUB IN by GUY,ALEXIS",,,"SUB IN by GUY,ALEXIS",2,subbing in,,Centre,alexis guy,,220
